UID,Country,City,Sample_Type,Latitude,Longitude,Distance,Standardized_Distance,GMIS_Mean,HII,Mean_NDVI,Min_NDVI,Max_NDVI,Mean_Annual_Temperature,Temperature_Seasonality,Range_Annual_Temperature,Annual_Precipitation,Precipitation_Seasonality,Aridity_Index
Atlanta.15.GLUE,USA,Atlanta,GLUE,33.595387,-84.546821,23.285788652528243,0.6797077075195419,11.463878326996198,50,6318.24347826087,3539,8171,16.15416717529297,7.406522216796875,31.5,1304,16.913864135742188,9034
Atlanta.16.GLUE,USA,Atlanta,GLUE,33.604207,-84.537996,22.009996028926192,0.6424675653710928,31.580524344569287,50,4940.747826086957,2410.2,7334,16.141666412353516,7.41245361328125,31.5,1303,16.873531341552734,9037
Atlanta.17.GLUE,USA,Atlanta,GLUE,33.607254,-84.529742,21.267644434670707,0.6207984646232387,33.573584905660375,50,4151.417391304348,2073,5968,16.174999237060547,7.420410766601562,31.5,1301,16.741228103637695,9036
Atlanta.18.GLUE,USA,Atlanta,GLUE,33.611845,-84.519007,20.257355511547875,0.5913083246019925,23.31679389312977,50,6071.547826086956,3937,7711,16.170833587646484,7.43017333984375,31.5,1299,16.614652633666992,9030
Atlanta.19.GLUE,USA,Atlanta,GLUE,33.619172,-84.510247,19.120330261809485,0.5581187754987198,18.90943396226415,46,5846.356521739131,3011.6,7942,16.200000762939453,7.412520141601562,31.399999618530273,1297,16.783283233642578,8975
Atlanta.20.GLUE,USA,Atlanta,GLUE,33.620712,-84.503997,18.64275952148312,0.5441785771258209,14.785714285714286,46,6361.973913043478,3461.4,8286.8,16.212499618530273,7.4289703369140625,31.399999618530273,1297,16.650747299194336,8976
Atlanta.21.GLUE,USA,Atlanta,GLUE,33.622626,-84.488884,17.690445481965465,0.5163807128448126,36.79545454545455,48,4852.878260869566,2817.4,6868,16.325000762939453,7.437756958007813,31.399999618530273,1293,16.449819564819336,8902
Atlanta.22.GLUE,USA,Atlanta,GLUE,33.624875,-84.477394,16.932991451605826,0.4942707748818015,44.66795366795367,48,3168.478260869565,1370,5360.6,16.366666793823242,7.447523803710937,31.399999618530273,1293,16.449819564819336,8894
Atlanta.23.GLUE,USA,Atlanta,GLUE,33.632218,-84.468452,15.820132671770534,0.46178664040295003,32.159695817490494,38,4837.817391304347,2523.6,6444.6,16.40416717529297,7.456494140625,31.5,1293,16.29960060119629,8876
Atlanta.24.GLUE,USA,Atlanta,GLUE,33.641732,-84.467683,14.86207308955584,0.4338210648318785,32.50375939849624,38,6604.965217391305,2429.6,8694.6,16.450000762939453,7.453735961914062,31.400001525878903,1286,16.442922592163086,8792
Atlanta.25.GLUE,USA,Atlanta,GLUE,33.651934,-84.470666,14.04035426444797,0.40983524982796704,40.09090909090909,38,4189.713043478261,1895.6,6714.2,16.5,7.471521606445313,31.5,1282,16.33658218383789,8729
Atlanta.26.GLUE,USA,Atlanta,GLUE,33.660549,-84.468862,13.1537355610855,0.38395501981733254,9.37878787878788,34,6271.55652173913,4662.8,8236.2,16.441667556762695,7.456444091796875,31.400001525878903,1287,16.294147491455078,8770
Atlanta.27.GLUE,USA,Atlanta,GLUE,33.666759,-84.465386,12.40461612779418,0.36208836714523174,27.564885496183205,46,5402.434782608696,3441,7429.8,16.429166793823242,7.440138549804687,31.30000114440918,1291,16.359220504760742,8804
Atlanta.28.GLUE,USA,Atlanta,GLUE,33.671274,-84.460025,11.70915917116395,0.34178811188124153,41.011538461538464,46,4701.113043478261,2767.8,7079.2,16.429166793823242,7.440138549804687,31.30000114440918,1291,16.359220504760742,8804
Atlanta.29.GLUE,USA,Atlanta,GLUE,33.675384,-84.448907,10.762995013709292,0.3141697614788883,24.825757575757574,46,5631.695652173913,2836,7642.8,16.424999237060547,7.462100830078125,31.30000114440918,1291,16.2409610748291,8823
Atlanta.30.GLUE,USA,Atlanta,GLUE,33.680742,-84.440582,9.858241962031284,0.2877601933167811,64.34615384615384,46,3439.904347826087,1802,5798.2,16.5,7.486685180664063,31.400001525878903,1291,16.2409610748291,8804
Atlanta.31.GLUE,USA,Atlanta,GLUE,33.696144,-84.432528,8.006418127486862,0.23370581053032674,22.541666666666668,56,5006.95652173913,2747.2,6917.2,16.41666603088379,7.455453491210937,31.200000762939453,1292,16.104095458984375,8854
Atlanta.32.GLUE,USA,Atlanta,GLUE,33.717523,-84.427056,5.766754635417381,0.16833046247895317,34.128787878787875,60,5651.721739130435,3365,7677.2,16.320833206176758,7.422767944335938,31.100000381469727,1294,16.067495346069336,8880
Atlanta.33.GLUE,USA,Atlanta,GLUE,33.731223,-84.419373,4.155960785896549,0.12131169875649246,38.73207547169811,60,3567.5304347826086,1822.4,5452,16.350000381469727,7.447940673828125,31.100000381469727,1293,16.19551658630371,8914
Atlanta.34.GLUE,USA,Atlanta,GLUE,33.744458,-84.417923,3.1532051923276865,0.0920414551809936,45.99239543726236,60,4066.8,2071.8,5706,16.379167556762695,7.479713745117188,31.30000114440918,1293,16.138460159301758,8884
Atlanta.35.GLUE,USA,Atlanta,GLUE,33.73715,-84.403285,2.711843413310805,0.07915818944845253,59.95864661654135,60,3279.513043478261,1819,4738,16.483333587646484,7.490853271484375,31.30000114440918,1292,16.1136531829834,8868
Atlanta.36.GLUE,USA,Atlanta,GLUE,33.740698,-84.393074,1.9758474559503725,0.05767460852336351,67.31178707224335,60,3113,1680.6,4729.4,16.575000762939453,7.494771118164063,31.299999237060547,1290,16.30581283569336,8810
Atlanta.37.GLUE,USA,Atlanta,GLUE,33.748,-84.390479,1.1327104153064629,0.03306359991324027,71.04198473282443,60,2033.513043478261,1010.2,2997.4,16.641666412353516,7.521932373046875,31.399999618530273,1294,16.115192413330078,8793
Atlanta.38.GLUE,USA,Atlanta,GLUE,33.754412,-84.385008,0.48499927374471674,0.01415703583953433,88.50943396226415,60,1561.0869565217392,679.8,2406,16.579166412353516,7.513002319335937,31.399999618530273,1303,15.94625759124756,8859
Atlanta.39.GLUE,USA,Atlanta,GLUE,33.760479,-84.381855,0.6322262117392081,0.018454561940222883,76.85114503816794,60,1967.5652173913045,629,3284.6,16.700000762939453,7.53528076171875,31.5,1297,15.995485305786133,8791
Atlanta.40.GLUE,USA,Atlanta,GLUE,33.766849,-84.385062,1.018553943381597,0.029731394378421726,76.02298850574712,60,2555.6434782608694,956.2,3921.2,16.575000762939453,7.524520263671875,31.5,1299,16.012361526489258,8864
Atlanta.41.GLUE,USA,Atlanta,GLUE,33.768616,-84.382138,1.296700843828638,0.037850449089330024,63.68821292775665,60,3170.904347826087,929.6,5448.2,16.66666603088379,7.535501708984375,31.5,1294,15.918726921081545,8786
Atlanta.42.GLUE,USA,Atlanta,GLUE,33.770818,-84.376497,1.7767752172581512,0.051863728032632034,44.70454545454545,60,4268.191304347826,2274,6389.2,16.66666603088379,7.535501708984375,31.5,1294,15.918726921081545,8786
Atlanta.43.GLUE,USA,Atlanta,GLUE,33.76918,-84.363643,2.57473104738985,0.07515590576790412,62.95488721804512,60,2646.486956521739,1157.6,4173,16.662500381469727,7.520792846679687,31.5,1293,15.927507400512695,8758
Atlanta.44.GLUE,USA,Atlanta,GLUE,33.770606,-84.357177,3.1793810568799388,0.09280552365007771,14.571428571428571,60,5851.391304347826,2660.8,7642,16.549999237060547,7.491298217773437,31.299999237060547,1302,15.661259651184082,8830
Atlanta.45.GLUE,USA,Atlanta,GLUE,33.772432,-84.350374,3.8356098778792425,0.11196071715396017,40.22932330827068,60,4897.634782608696,2424.8,7003.4,16.549999237060547,7.491298217773437,31.299999237060547,1302,15.661259651184082,8830
Toronto.1.GLUE,Canada,Toronto,GLUE,44.0302644,-79.5273892,43.49606913436404,0.9130335790328858,0,22,6222.84347826087,1549.6,8894.2,6.183333396911621,10.2962109375,37.400001525878906,854,20.678569793701172,9533
Toronto.2.GLUE,Canada,Toronto,GLUE,44.0196844,-79.5253759,42.320506737005786,0.8883571435664794,0,17,4645.156521739131,45.8,7760.8,6.137499809265137,10.284412841796875,37.400001525878906,858,20.54705238342285,9623
Toronto.3.GLUE,Canada,Toronto,GLUE,44.0105694,-79.523162,41.297679255126006,0.8668867933693375,0.10491803278688525,42,4231.147826086956,-196.6,8178,6.0916666984558105,10.29123291015625,37.30000305175781,864,20.938587188720703,9701
Toronto.4.GLUE,Canada,Toronto,GLUE,43.9990692,-79.5199722,39.99878342127283,0.8396214442107645,5.6092715231788075,38,4393.652173913044,289.8,7852.6,6.2083330154418945,10.26157470703125,37.19999694824219,859,19.856464385986328,9622
Toronto.5.GLUE,Canada,Toronto,GLUE,43.9933826,-79.5192563,39.37583888169897,0.8265451066514065,1.9401993355481728,38,4994.565217391304,457.2,8120.2,6.2083330154418945,10.26157470703125,37.19999694824219,859,19.856464385986328,9622
Toronto.6.GLUE,Canada,Toronto,GLUE,43.9856808,-79.5169013,38.50140087011016,0.8081896257251413,2.741830065359477,38,4338.4,79.4,7645.4,6.199999809265137,10.2594970703125,37.19999694824219,859,20.25227165222168,9627
Toronto.7.GLUE,Canada,Toronto,GLUE,43.9776803,-79.515582,37.618746760025594,0.7896616792413083,1.006514657980456,38,3925.895652173913,-60.8,8088.6,6.275000095367432,10.258466796875,37.29999923706055,862,20.023983001708984,9591
Toronto.8.GLUE,Canada,Toronto,GLUE,43.9695695,-79.5128282,36.69193495243611,0.770206810821835,1.7207792207792207,38,4726.973913043478,254.8,7673.4,6.275000095367432,10.248447265625,37.19999694824219,862,20.16045379638672,9593
Toronto.9.GLUE,Canada,Toronto,GLUE,43.9573634,-79.5106367,35.34259182112449,0.7418825136372063,7.405940594059406,38,4324.24347826087,52.8,7634.6,6.362500190734863,10.217478637695312,37.099998474121094,860,19.438051223754883,9551
Toronto.10.GLUE,Canada,Toronto,GLUE,43.9519455,-79.5094726,34.739599633084815,0.7292249993713993,10.357615894039736,46,3661.939130434783,-143.6,7637.2,6.362500190734863,10.217478637695312,37.099998474121094,860,19.438051223754883,9551
Toronto.11.GLUE,Canada,Toronto,GLUE,43.9427566,-79.5068259,33.70137244272538,0.7074313912056853,14.501661129568106,46,3991.895652173913,78.6,7186.4,6.420833110809326,10.218442993164064,37.099998474121094,862,18.914899826049805,9559
Toronto.12.GLUE,Canada,Toronto,GLUE,43.9338555,-79.5047083,32.706670916828514,0.6865514378597043,42.89403973509934,46,2436.5739130434786,-57.2,5598.8,6.445833206176758,10.206425170898438,37.099998474121094,861,18.68354225158691,9517
Toronto.13.GLUE,Canada,Toronto,GLUE,43.9244124,-79.5030552,31.66654189423798,0.6647179080016803,10.410596026490069,46,4416.313043478261,129.2,8130.4,6.474999904632568,10.161771240234376,37,865,18.65619659423828,9543
Toronto.14.GLUE,Canada,Toronto,GLUE,43.9158846,-79.5004679,30.700999866395,0.644450046768867,1.2491803278688525,46,4291.921739130435,-293.6,8097.6,6.483333110809326,10.15257080078125,37,864,18.471229553222656,9510
Toronto.15.GLUE,Canada,Toronto,GLUE,43.9068322,-79.498745,29.702116266740077,0.6234823067826886,1.551155115511551,38,4830.991304347826,324,8424.6,6.537499904632568,10.159369506835937,36.900001525878906,867,18.215038299560547,9466
Toronto.16.GLUE,Canada,Toronto,GLUE,43.8975557,-79.4965579,28.668849821714595,0.6017928304881315,7.072368421052632,38,4422.678260869565,502.4,7646.2,6.6875,10.16540771484375,37,863,18.066347122192383,9295
Toronto.17.GLUE,Canada,Toronto,GLUE,43.888435,-79.4943547,27.652449076200053,0.5804573850357593,21.099009900990097,50,4635.200000000001,106.8,7386.2,6.8125,10.18539794921875,37.099998474121094,865,17.730009078979492,9227
Toronto.18.GLUE,Canada,Toronto,GLUE,43.8811002,-79.492408,26.83111399381328,0.5632165969649954,15.681063122923588,50,4253.521739130435,139,7506.2,6.945833206176758,10.181856689453124,37.099998474121094,862,17.41482925415039,9117
Toronto.19.GLUE,Canada,Toronto,GLUE,43.8706546,-79.4896092,25.6616559712022,0.5386682994943686,4.708609271523179,50,4951.069565217391,384,7626.4,7.0958333015441895,10.193234252929688,37.20000076293945,860,16.590038299560547,8963
Toronto.20.GLUE,Canada,Toronto,GLUE,43.8615047,-79.4879364,24.659669748162734,0.5176354317991912,54.85382059800664,50,3717.347826086957,146.6,5997.4,7.258333206176758,10.19939453125,37.29999923706055,853,16.536237716674805,8789
Toronto.21.GLUE,Canada,Toronto,GLUE,43.8503845,-79.4852071,23.42487774804799,0.49171569740334825,38.50986842105263,50,2918.7130434782607,-44,5232,7.324999809265137,10.198585205078125,37.29999923706055,857,16.845287322998047,8797
Toronto.22.GLUE,Canada,Toronto,GLUE,43.8359827,-79.4818319,21.833754006012473,0.45831614121846204,57.65346534653465,50,2839.8695652173915,-81.4,4961,7.479166507720947,10.200054931640626,37.20000076293945,856,16.676912307739258,8669
Toronto.23.GLUE,Canada,Toronto,GLUE,43.8241813,-79.4790051,20.531769325380647,0.4309859535380289,62.79666666666667,50,3095.817391304348,130.2,5955.4,7.679166793823242,10.187301635742188,37.29999923706055,853,17.005691528320312,8515
Toronto.24.GLUE,Canada,Toronto,GLUE,43.8135903,-79.4764306,19.365458020441412,0.40650370936728203,44.80263157894737,56,3163.6521739130435,69.8,6155.2,7.754166603088379,10.181723022460938,37.29999923706055,848,16.874055862426758,8414
Toronto.25.GLUE,Canada,Toronto,GLUE,43.8045586,-79.4747193,18.389382140521047,0.3860147302069266,41.22516556291391,56,3349.486956521739,63.4,5583.8,7.795833110809326,10.171360473632811,37.20000076293945,844,16.384849548339844,8369
Toronto.26.GLUE,Canada,Toronto,GLUE,43.792533,-79.4718266,17.07557746754217,0.358436427004067,30.51315789473684,56,4007.182608695652,456,6462.2,7.8333330154418945,10.139601440429688,37.099998474121094,840,16.665014266967773,8316
Toronto.27.GLUE,Canada,Toronto,GLUE,43.7813717,-79.4713046,15.939612295746024,0.3345911838107614,74.65894039735099,52,1970.2,-90.4,3616.4,7.870833396911621,10.120421752929689,36.900001525878906,841,16.87582015991211,8329
Toronto.28.GLUE,Canada,Toronto,GLUE,43.7723621,-79.4679862,14.926165074096094,0.31331773629334136,38.58223684210526,52,2808.582608695652,64.2,5393.6,7.870833396911621,10.095823974609376,36.79999923706055,845,16.976490020751953,8376
Toronto.29.GLUE,Canada,Toronto,GLUE,43.7626487,-79.4658666,13.893383669389408,0.2916384415647754,51.67109634551495,56,3257.426086956522,81.4,6176.8,7.904166698455811,10.077911376953123,36.79999923706055,844,17.19358253479004,8345
Toronto.30.GLUE,Canada,Toronto,GLUE,43.7518837,-79.4640439,12.782050182536292,0.26831024636934003,59.43092105263158,56,2586.269565217391,-118,4699,7.925000190734863,10.080866088867188,36.69999694824219,847,16.93696403503418,8367
Toronto.31.GLUE,Canada,Toronto,GLUE,43.7452682,-79.4361583,11.111127299801854,0.23323561249384656,38.26072607260726,52,3757.8521739130433,-446.8,6183,8.008333206176758,10.055953369140624,36.5,839,16.76520538330078,8236
Toronto.32.GLUE,Canada,Toronto,GLUE,43.7369396,-79.4335351,10.177193701597234,0.21363124932452882,68.91721854304636,52,2510.4608695652173,-553.4,4555.2,8.050000190734863,10.054623413085938,36.5,843,16.87529945373535,8250
Toronto.33.GLUE,Canada,Toronto,GLUE,43.7248584,-79.4308215,8.866126834372983,0.18611041588012303,45.30100334448161,52,3596.521739130435,262.2,5844.4,8.149999618530273,10.040712280273436,36.400001525878906,844,16.984493255615234,8204
Toronto.34.GLUE,Canada,Toronto,GLUE,43.7147905,-79.4289794,7.802359992510884,0.1637807004320086,54.3,48,3163.7391304347825,163.4,5220.2,8.212499618530273,10.018780517578126,36.29999923706055,840,17.028968811035156,8114
Toronto.35.GLUE,Canada,Toronto,GLUE,43.7041409,-79.4266594,6.684343133982745,0.14031221341522257,42.826797385620914,48,3714.8434782608697,317,6017.8,8.254166603088379,10.011526489257813,36.19999694824219,838,16.832090377807617,8058
Toronto.36.GLUE,Canada,Toronto,GLUE,43.6941634,-79.4229675,5.595144401338573,0.11744865270880216,41.90759075907591,48,3494.782608695652,129.8,5670.2,8.337499618530273,9.978798217773438,36.099998474121094,834,16.46967887878418,7992
Toronto.37.GLUE,Canada,Toronto,GLUE,43.6831523,-79.4197532,4.473222754909174,0.09389819960763643,72.0924092409241,48,2413.6521739130435,106,4850.8,8.516666412353516,9.934566040039062,35.900001525878906,833,16.444169998168945,7918
Toronto.38.GLUE,Canada,Toronto,GLUE,43.6719853,-79.4142066,3.284096368003874,0.06893704006918003,56.06578947368421,56,2904.478260869565,209.2,5418.8,8.595832824707031,9.844390258789062,35.5,829,16.14847755432129,7913
Toronto.39.GLUE,Canada,Toronto,GLUE,43.6634679,-79.4120088,2.6130947369091344,0.0548519277137899,67.07920792079207,56,2571.365217391304,54.6,4934.6,8.591667175292969,9.801781616210938,35.30000305175781,833,16.399511337280273,7985
Toronto.40.GLUE,Canada,Toronto,GLUE,43.6571995,-79.40756,2.035439341970795,0.04272626249427423,73.36963696369637,56,2669.582608695652,55,4856.6,8.600000381469727,9.755930786132812,35.20000076293945,835,16.371936798095703,8040
Toronto.41.GLUE,Canada,Toronto,GLUE,43.6499428,-79.404773,1.7890606132378906,0.037554483596331165,68.6327868852459,56,2428.104347826087,-93.2,4506.8,8.620833396911621,9.71279541015625,35,832,16.248769760131836,8041
Toronto.42.GLUE,Canada,Toronto,GLUE,43.6429975,-79.4033722,1.984060950853617,0.041647769718714256,86.89735099337749,60,2015.5043478260868,-146.6,4019.8,8.620833396911621,9.71279541015625,35,832,16.248769760131836,8041
Toronto.51.GLUE,Canada,Toronto,GLUE,43.6667707,-79.5881117,22.636083663147595,0.4751579830905487,30.193979933110366,52,2988.182608695652,-15,5924,8.074999809265137,9.984112548828126,36.599998474121094,809,15.648940086364746,7972
Toronto.52.GLUE,Canada,Toronto,GLUE,43.6535924,-79.5948332,23.50283774055967,0.49335216921335096,9.013289036544853,52,2766.0521739130436,-70,5425,8.074999809265137,9.97042236328125,36.599998474121094,803,15.714058876037598,7928
